section_id,cited_section_id,act,citation_path,phrase,bound_kind,bound_date,bound_year,bound_precision,phrase_match,batch_id,prompt_sha256,context_used
39217,38844,ITR,1100(2)~f1,property acquired before 2025 that is included in any of Classes 54 to 56,end,,2025,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39219,38844,ITR,1100(2.01)(a),a taxation year begins in 2023,start,,2023,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39219,38844,ITR,1100(2.01)(a),ends in 2024,end,,2024,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39221,38844,ITR,1100(2.01)(b),if a taxation year begins in 2025 and ends in 2026,start,,2025,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39221,38844,ITR,1100(2.01)(b),if a taxation year begins in 2025 and ends in 2026,end,,2026,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39222,38844,ITR,1100(2.01)(b)~f1,the factor otherwise determined for A in subsection (2) for 2025,step_down,,2025,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39222,38844,ITR,1100(2.01)(b)~f1,the factor otherwise determined for A in subsection (2) for 2026,step_down,,2026,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39224,38844,ITR,1100(2.011)(a),ends in 2030,end,,2030,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39224,38844,ITR,1100(2.011)(a),if a taxation year begins in 2029,start,,2029,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39226,38844,ITR,1100(2.011)(b),if a taxation year begins in 2026 and ends in 2027,start,,2026,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39226,38844,ITR,1100(2.011)(b),if a taxation year begins in 2026 and ends in 2027,end,,2027,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39228,38844,ITR,1100(2.011)(c),a taxation year begins in 2031,start,,2031,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39228,38844,ITR,1100(2.011)(c),ends in 2032,end,,2032,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39232,38844,ITR,1100(2.02)(a)(i),"if the amounts are incurred before November 21, 2018",end,2018-11-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39233,38844,ITR,1100(2.02)(a)(i)(A),"acquired after November 20, 2018",start,2018-11-20,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39240,38844,ITR,1100(2.02)(a)(ii),"if the amounts are incurred after November 20, 2018",start,2018-11-20,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39244,38844,ITR,1100(2.021)(a)(i),if the amounts are incurred before 2025,end,,2025,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39245,38844,ITR,1100(2.021)(a)(i)(A),the property was acquired after 2024,start,,2024,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39252,38844,ITR,1100(2.021)(a)(ii),if the amounts are incurred after 2024,start,,2024,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39254,38844,ITR,1100(2.1),"after November 12, 1981",start,1981-11-12,,day,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39254,38844,ITR,1100(2.1),before 1983,end,,1983,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39255,38844,ITR,1100(2.1)(a),before 1982,end,,1982,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39255,38844,ITR,1100(2.1)(a),"entered into before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39256,38844,ITR,1100(2.1)(b),before 1982,end,,1982,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39256,38844,ITR,1100(2.1)(b),"before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39257,38844,ITR,1100(2.1)(c),"substantially advanced before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39257,38844,ITR,1100(2.1)(c),"the construction, manufacture or production commenced before June 1, 1982",end,1982-06-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39258,38844,ITR,1100(2.1)(d),"entered into before June 1, 1982",end,1982-06-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39258,38844,ITR,1100(2.1)(d),"substantially advanced before November 13, 1981",end,1981-11-13,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39298,38844,ITR,1100(2.4),"if the property had been acquired by the taxpayer after November 12, 1981",start,1981-11-12,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39441,38844,ITR,1100(22),acquired a film or tape after his 1977 taxation year,start,,1977,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39441,38844,ITR,1100(22),before 1979,end,,1979,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39441,38844,ITR,1100(22),"not later than March 1, 1979",end,1979-03-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39444,38844,ITR,1100(22)(b),"to March 1, 1979",end,1979-03-01,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39446,38844,ITR,1100(23)(a),acquired in 1987,start,,1987,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39446,38844,ITR,1100(23)(a),"before July, 1988",end,1988-07,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39447,38844,ITR,1100(23)(b),acquired in 1987 or 1988,start,,1987,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39447,38844,ITR,1100(23)(b),acquired in 1987 or 1988,end,,1988,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39447,38844,ITR,1100(23)(b),before 1989,end,,1989,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39461,38844,ITR,1100(25),"acquired by the owner after February 9, 1988",start,1988-02-09,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39483,38844,ITR,1100(27),"acquired by the person or partnership after February 9, 1988",start,1988-02-09,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39483,38844,ITR,1100(27),before 1990,end,,1990,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39484,38844,ITR,1100(27)(a),"before February 10, 1988",end,1988-02-10,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39485,38844,ITR,1100(27)(b),"filed before February 10, 1988 with a public authority in Canada",end,1988-02-10,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39488,38844,ITR,1100(27)(c)(ii),"distributed before February 10, 1988",end,1988-02-10,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39489,38844,ITR,1100(27)(c)(iii),"before February 10, 1988",end,1988-02-10,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39491,38844,ITR,1100(27)(d),"before February 10, 1988",end,1988-02-10,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40331,39937,ITR,"1104(13)""producer gas""(a)",becomes available for use by the taxpayer before 2025,end,,2025,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40332,39937,ITR,"1104(13)""producer gas""(b)",that becomes available for use by the taxpayer after 2024,start,,2024,year,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39943,39937,ITR,"1104(2)""certified feature film""","commenced after November 18, 1974",start,1974-11-18,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39943,39937,ITR,"1104(2)""certified feature film""","the film was completed before May 26, 1976",end,1976-05-26,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39943,39937,ITR,"1104(2)""certified feature film""","the photography or art work was commenced before May 26, 1976",end,1976-05-26,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39961,39937,ITR,"1104(2)""certified production""","were commenced after May 25, 1976",start,1976-05-25,,day,exact,msgbatch_016eDcdn9uNXaHf3uegqfihG,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
39986,39937,ITR,"1104(2)""certified production""(h)",acquired in 1987,start,,1987,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39986,39937,ITR,"1104(2)""certified production""(h)",commenced before the end of 1987,end,,1987,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39986,39937,ITR,"1104(2)""certified production""(h)","was completed before July, 1988",end,1988-07,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39987,39937,ITR,"1104(2)""certified production""(i)",acquired in 1987 or 1988,start,,1987,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39987,39937,ITR,"1104(2)""certified production""(i)",acquired in 1987 or 1988,end,,1988,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
39987,39937,ITR,"1104(2)""certified production""(i)",completed before 1989,end,,1989,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40015,39937,ITR,"1104(2)""designated overburden removal cost""(a)",before 1988,end,,1988,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40015,39937,ITR,"1104(2)""designated overburden removal cost""(a)","was incurred after November 16, 1978",start,1978-11-16,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40019,39937,ITR,"1104(2)""designated underground storage cost""","incurred by him after December 11, 1979",start,1979-12-11,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40023,39937,ITR,"1104(2)""eligible greenhouse""(b)","is acquired by the taxpayer after November 3, 2025",start,2025-11-03,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40034,39937,ITR,"1104(2)""eligible liquefaction building""","acquired by the taxpayer after February 19, 2015",start,2015-02-19,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40034,39937,ITR,"1104(2)""eligible liquefaction building""",before 2025,end,,2025,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40036,39937,ITR,"1104(2)""eligible liquefaction equipment""(a)","acquired by the taxpayer after February 19, 2015",start,2015-02-19,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40036,39937,ITR,"1104(2)""eligible liquefaction equipment""(a)",before 2025,end,,2025,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40042,39937,ITR,"1104(2)""eligible mine development property""","acquired by a taxpayer after March 20, 2013",start,2013-03-20,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40042,39937,ITR,"1104(2)""eligible mine development property""",before 2018,end,,2018,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40043,39937,ITR,"1104(2)""eligible mine development property""(a)","if the property was acquired under a written agreement entered into by the taxpayer before March 21, 2013",end,2013-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40045,39937,ITR,"1104(2)""eligible mine development property""(b)(i)","before March 21, 2013",end,2013-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40046,39937,ITR,"1104(2)""eligible mine development property""(b)(ii)","was started by, or on behalf of, the taxpayer before March 21, 2013",end,2013-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40048,39937,ITR,"1104(2)""eligible mine development property""(c)(i)","was started by, or on behalf of, the taxpayer before March 21, 2013",end,2013-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40049,39937,ITR,"1104(2)""eligible mine development property""(c)(ii)","was started by, or on behalf of, the taxpayer before March 21, 2013",end,2013-03-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40050,39937,ITR,"1104(2)""eligible non-residential building""","acquired by the taxpayer on or after March 19, 2007",start,2007-03-19,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40050,39937,ITR,"1104(2)""eligible non-residential building""","that was used, or acquired for use, by any person or partnership before March 19, 2007",start,2007-03-19,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40068,39937,ITR,"1104(2)""new purpose-built residential rental""(a)(i)",before 2031,end,,2031,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40068,39937,ITR,"1104(2)""new purpose-built residential rental""(a)(i)","construction began after April 15, 2024",start,2024-04-15,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40069,39937,ITR,"1104(2)""new purpose-built residential rental""(a)(ii)",before 2031,end,,2031,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40069,39937,ITR,"1104(2)""new purpose-built residential rental""(a)(ii)","the renovations began after April 15, 2024",start,2024-04-15,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40070,39937,ITR,"1104(2)""new purpose-built residential rental""(b)",becomes available for use before 2036,end,,2036,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40090,39937,ITR,"1104(2)""specified development phase""(a)","before March 19, 2007",end,2007-03-19,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40096,39937,ITR,"1104(2)""specified oil sands property""",acquired by the taxpayer before 2012,end,,2012,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40100,39937,ITR,"1104(2)""specified oil sands property""(b)(ii)","as of March 19, 2007",start,2007-03-19,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40134,39937,ITR,"1104(3.1)""immediate expensing property""(a)(i)","after April 18, 2021",start,2021-04-18,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40135,39937,ITR,"1104(3.1)""immediate expensing property""(a)(ii)","after December 31, 2021",start,2021-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40137,39937,ITR,"1104(3.1)""immediate expensing property""(b)(i)",before 2025,end,,2025,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40138,39937,ITR,"1104(3.1)""immediate expensing property""(b)(ii)",before 2024,end,,2024,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40171,39937,ITR,1104(4)(a),becomes available for use before 2028,end,,2028,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40171,39937,ITR,1104(4)(a),before 2025,end,,2025,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40171,39937,ITR,1104(4)(a),"is acquired by the taxpayer after November 20, 2018",start,2018-11-20,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40180,39937,ITR,1104(4.01)(a),becomes available for use before 2034,end,,2034,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40180,39937,ITR,1104(4.01)(a),is acquired by the taxpayer after 2024,start,,2024,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40189,39937,ITR,1104(4.1)(a),"incurred before November 21, 2018",end,2018-11-21,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40190,39937,ITR,1104(4.1)(b),"incurred after November 20, 2018",start,2018-11-20,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40192,39937,ITR,1104(4.11)(a),incurred before 2025,end,,2025,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
40193,39937,ITR,1104(4.11)(b),incurred after 2024,start,,2024,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
42035,41849,ITR,2400(10),the first taxation year that begins after 2022,start,,2022,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
42033,41849,ITR,2400(8),"taxation year that included September 30, 2006",at,2006-09-30,,day,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,none
42034,41849,ITR,2400(9),"taxation year that included December 31, 2010",start,2010-12-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
44222,44195,ITR,"5907(1)""exempt earnings""(a.1)~f1","taxation years that ended before February 28, 2000",end,2000-02-28,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
